% Model:              inside_out_countercurrent_10mins.mph
% Version:            COMSOL 6.3.0.420
% Date:               Apr 23 2026, 15:42
% Dimension:          2
% Nodes:              671
% Expressions:        2
% Description:        Molar concentration, is
% Length unit:        mm
% R                       Z                        is (mol/m^3) @ t=0       is (mol/m^3) @ t=1
0.149625                  5                        0.09999999999999998      0.09108704217403552
0.15                      5                        0.09999999999999995      0.09096269752979275
0.14925                   5                        0.1                      0.09121122751303529
0.14881875                5                        0.1                      0.09135480982164482
0.1483875                 5                        0.10000000000000002      0.09149819198178669
0.14789156250000002       5                        0.10000000000000002      0.0916638077092462
0.147395625               5                        0.10000000000000002      0.09182914764938233
0.146825296875            5                        0.10000000000000002      0.092019832094304
0.14625496875             5                        0.10000000000000002      0.09221010634407567
0.14559909140625          5                        0.10000000000000002      0.09242902193936829
0.1449432140625           5                        0.10000000000000002      0.09264730655049415
0.1424374185335571        5                        0.10000000000000002      0.09347372782581555
0.14366362796741788       5                        0.10000000000000002      0.09307003537519809
0.13790462516101826       5                        0.10000000000000002      0.09490022113236948
0.14009627528889307       5                        0.10000000000000002      0.09420466956362075
0.13401065718737024       5                        0.10000000000000002      0.09596876020391892
0.12994225334864165       5                        0.10000000000000002      0.09709671835088127
0.12237328803302222       5                        0.10000000000000002      0.0982924932452348
0.114775889735795         5                        0.10000000000000002      0.09951579628329686
0.10420701005941821       5                        0.10000000000000002      0.09972484775428901
0.09363813038304113       5                        0.10000000000000002      0.09994682650677118
0.06611605637288738       5                        0.10000000000000002      0.09999025636354447
0.07987709218320668       5                        0.10000000000000002      0.0999686943447614
0.05555802745734773       5                        0.10000000000000002      0.09999329316262928
0.045000000000000005      5                        0.10000000000000002      0.09999716841066839
0.0375000000000001        5                        0.10000000000000002      0.09999812673618941
0.030000000000000006      5                        0.10000000000000002      0.09999882165998789
0.022500000000000006      5                        0.10000000000000002      0.09999911635737257
0.015000000000000006      5                        0.10000000000000003      0.09999956123306687
0.007499999999999954      5                        0.1                      0.0999996032640152
0                         5                        0.1                      0.09999962374065531
0.24975                   5                        0.05210310704292237      0.03559534062475323
0.25                      5                        0.035646951978988616     0.03548972331738899
0.2495                    5                        0.06855873785484173      0.035700872183319785
0.2492125                 5                        0.07921943280948934      0.03582264741811131
0.24892499999999998       5                        0.08987977374510892      0.035944323409261916
0.24859437499999998       5                        0.09389031631191487      0.036084783573339635
0.24826375                5                        0.09790073218653143      0.036225128775295254
0.24788353125             5                        0.09882050720457752      0.0363872140976181
0.24750331250000004       5                        0.09974025118226598      0.036549166120200684
0.24706606093750003       5                        0.09986357477763616      0.03673630352205426
0.246628809375            5                        0.09998682934251535      0.03692328619381868
