% Model:              outside_in_originalconfiguration_countercurrent_10mins.mph
% Version:            COMSOL 6.3.0.420
% Date:               May 14 2026, 16:22
% Dimension:          2
% Nodes:              121
% Expressions:        21
% Description:        Molar concentration, is
% Length unit:        mm
% r                       z                        is (mol/m^3) @ t=0       is (mol/m^3) @ t=0.5     is (mol/m^3) @ t=1       is (mol/m^3) @ t=1.5     is (mol/m^3) @ t=2       is (mol/m^3) @ t=2.5     is (mol/m^3) @ t=3       is (mol/m^3) @ t=3.5     is (mol/m^3) @ t=4       is (mol/m^3) @ t=4.5     is (mol/m^3) @ t=5       is (mol/m^3) @ t=5.5     is (mol/m^3) @ t=6       is (mol/m^3) @ t=6.5     is (mol/m^3) @ t=7       is (mol/m^3) @ t=7.5     is (mol/m^3) @ t=8       is (mol/m^3) @ t=8.5     is (mol/m^3) @ t=9       is (mol/m^3) @ t=9.5     is (mol/m^3) @ t=10
0.14924999999999997       10                       1.897656283952871E-11    0.012740755826181765     0.010819502187354954     0.010032092255836242     0.00964845773516663      0.009446462295429111     0.00935187182966762      0.00929309342493559      0.009284524275386076     0.00929823020930407      0.009282654781150023     0.009285545759356348     0.009304563123176951     0.009292178059320007     0.009283081067506404     0.009300939726683171     0.009298155746777599     0.009283110902825275     0.009296001905465557     0.009301096763314988     0.009284563899771245
0.15                      10                       7.243168566662562E-11    0.013067265173084916     0.011098499879980508     0.010291204507413306     0.009899006057228363     0.009692962336907486     0.009596511914267641     0.00953729692472774      0.009528543028326621     0.009542193300879827     0.009526836195639798     0.00952967242043319      0.00954857159054902      0.009536346456878002     0.00952726618129397      0.00954496311384165      0.009542266792560556     0.009527319834020633     0.009540062766909633     0.009545169320659653     0.009528773345667643
0.1483875                 10                       3.8519894267714134E-12   0.012363569500535711     0.010497242917401657     0.00973283839935265      0.00935912336793264      0.009161816227580938     0.009069403944761219     0.009011128998972988     0.009002752360706934     0.009016539061933495     0.009000717964398377     0.009003651689749965     0.009022812620959919     0.009010259809929854     0.009001123374135542     0.009019164847140108     0.00901630361968912      0.00900113182132546      0.009014181339809227     0.009019285327661724     0.009002588896615607
0.14739562499999997       10                       5.585592571289801E-13    0.011928221073533746     0.010125321181752241     0.009387520340192591     0.009025313813852654     0.008833438507532444     0.008743617910541436     0.008685921422010162     0.008677704835316482     0.008691630439688562     0.008675547405878564     0.008678470433492015     0.008697815908674569     0.008685120502421385     0.008675880755282172     0.008694119725707437     0.008691239381434918     0.008675882511833453     0.008689077033172647     0.008694256607641986     0.008677357782707248
0.14625496875             10                       4.976904554695401E-14    0.011426494324462855     0.009696691515765627     0.008989626014191747     0.008640795286783349     0.008455212006192644     0.008368538751580726     0.00831150246945708      0.008303334192197842     0.008317517298605937     0.008301181566986775     0.008303961601391045     0.008323559289963171     0.008310811701439371     0.00830132792441964      0.00831976375904522      0.008317013685819332     0.008301361158271882     0.008314639306738057     0.008320046531132195     0.00830288662313893
0.1449432140625           10                       1.3461805536332955E-15   0.010849647015112701     0.009203820300094812     0.008532201372512394     0.008198944042969225     0.008020638983600604     0.007937883307922998     0.007881593263545005     0.007873214397181614     0.007887878649868956     0.007871352519610393     0.007873714599644449     0.007893675333319418     0.007881088263247257     0.007871082809764469     0.007889682226766085     0.007887377726643264     0.007871228316595754     0.007884438751659551     0.007890378341911428     0.007872867916585044
0.14135879501807963       10                       -1.6112179816829043E-16  0.009289112089808205     0.007869439396656746     0.0072943626174143145    0.007004646480464627     0.006846200598573088     0.006776470772390085     0.0067221351148478575    0.006710829366381203     0.006728296841302157     0.006712248437295379     0.006711281708106512     0.006732750566307834     0.0067225977528991305    0.006709127134547524     0.006727527157233691     0.006729016766690511     0.006710237315695184     0.006721781714199178     0.006731456578842704     0.006712671436571005
0.13163502609046748       10                       3.0405863206963643E-17   0.0054256880392798265    0.004554188747786094     0.004219923046192775     0.004050110562747468     0.003936815236787697     0.003924425514342837     0.0038898004386438527    0.003830745834540235     0.0038580205515571938    0.0038807822007867403    0.0038405326949917987    0.00385287823572928      0.0038902829954950854    0.003848553112897017     0.0038411193178351714    0.0038881948220404468    0.00386156360580938      0.0038373714540005815    0.0038774377419783846    0.0038718559704312753
0.11221343195770586       10                       -8.997561895859795E-18   7.181034290142163E-4     8.238351463574414E-4     7.569883205999702E-4     7.076990636567626E-4     6.775950701827854E-4     5.293768129530689E-4     5.83239330082356E-4      6.53772283421577E-4      5.79379212414766E-4      5.85823678311047E-4      6.520154650226416E-4     5.816423191932964E-4     5.502121273538904E-4     6.509655765159743E-4     6.051766484752272E-4     5.391574400814167E-4     6.300899177590072E-4     6.276743924214832E-4     5.528534327746518E-4     6.101688339956075E-4
0.09401976624030282       10                       2.5707603988738323E-18   3.0198312144309053E-4    9.529415951521415E-5     9.875316007916547E-5     1.0457586790392446E-4    1.1724852586213362E-4    2.082138845914514E-4     1.4884024189003601E-4    1.0176944699884624E-4    1.6155467734297232E-4    1.4834405345127313E-4    9.604914616641777E-5     1.5657561781503622E-4    1.7891731139357803E-4    9.821482201288374E-5     1.3924997549615508E-4    1.9253161098286404E-4    1.1328296900972078E-4    1.2135403909795615E-4    1.8489853614766553E-4    1.285613094613875E-4
