% Model:              inside_out_countercurrent_10mins.mph
% Version:            COMSOL 6.3.0.420
% Date:               Apr 23 2026, 15:43
% Dimension:          2
% Nodes:              671
% Expressions:        2
% Description:        Molar concentration, is
% Length unit:        mm
% R                       Z                        is (mol/m^3) @ t=0       is (mol/m^3) @ t=1
0.14943749999999995       19.5                     0.09999999999999999      0.08441893743272072
0.14999999999999997       19.5                     0.09999999999999996      0.08420517987941281
0.14925                   19.5                     0.09999999999999999      0.0844911772231477
0.14860312499999997       19.5                     0.1                      0.08473771073962408
0.1483875                 19.5                     0.1                      0.08482123467797592
0.14764359374999997       19.5                     0.1                      0.08510489220515932
0.14739562499999997       19.5                     0.1                      0.08520153540111533
0.14654013281249997       19.5                     0.1                      0.08552691334839402
0.14625496875             19.5                     0.1                      0.08563879399298967
0.14527115273437496       19.5                     0.1                      0.08601073217877363
0.1449432140625           19.5                     0.1                      0.08614024347332114
0.1426400030249122        19.5                     0.1                      0.08701307013353497
0.14310354024236382       19.5                     0.1                      0.08682813754767293
0.13832423423399637       19.5                     0.1                      0.08861905440930098
0.13935091250300724       19.5                     0.1                      0.08821920390967986
0.132221947047077         19.5                     0.1                      0.09072620213953186
0.13009417349555424       19.5                     0.1                      0.09147810588233077
0.12616986228446517       19.5                     0.1                      0.09258666534283552
0.11477578328682653       19.5                     0.1                      0.09580337066489134
0.10949189162509534       19.5                     0.1                      0.09663057832232416
0.09363961529616446       19.5                     0.1                      0.09914180766624758
0.06611598606338241       19.5                     0.1                      0.099705963324799
0.07299649934328836       19.5                     0.1                      0.09956583031763853
0.05027909832491097       19.5                     0.1                      0.09979293047191568
0.045000000000000005      19.5                     0.1                      0.0998170291542451
0.03374999999999962       19.5                     0.1                      0.09987383561147775
0.030000000000000013      19.5                     0.1                      0.09989792588648608
0.01874999999999962       19.5                     0.1                      0.09992250998414533
0.015000000000000013      19.5                     0.1                      0.09992884440638601
0.0037499999999996135     19.5                     0.1                      0.09993761375415082
0                         19.5                     0.1                      0.09994114042952772
0.24962499999999999       19.5                     0.06032749903606062      0.019562264840771587
0.25                      19.5                     0.03564411293599853      0.019371766925685555
0.2495                    19.5                     0.06855810536574135      0.019626511390212487
0.24906874999999995       19.5                     0.08454859003823369      0.019846050319029973
0.24892499999999998       19.5                     0.08987967013903844      0.019920096116763493
0.24842906249999996       19.5                     0.09589528579433604      0.02017318549437927
0.24826374999999998       19.5                     0.09790072013912904      0.02025855360690408
0.24769342187499999       19.5                     0.09928033445663223      0.0205504302551065
0.24750331250000002       19.5                     0.09974023756359357      0.020648889815845232
0.24684743515625          19.5                     0.09992511983007077      0.02098564431440287
0.246628809375            19.5                     0.09998653152008141      0.021099253360918824
0.24533243495690912       19.5                     0.10000083299019832      0.021769708932300326
0.24559056706821497       19.5                     0.09999725612574556      0.02163494375828381
0.24342062466285272       19.5                     0.09999993593726202      0.02276347747219779
0.2427769089984991        19.5                     0.09999989401247088      0.02310194700701601
0.2364910887764782        19.5                     0.1000000190601961       0.02643851375146874
0.23801631887625416       19.5                     0.10000001304091864      0.025621913915581378
0.23332072164705595       19.5                     0.10000001801013121      0.028204519866830022
0.22424114413032678       19.5                     0.09999999625552937      0.03320156352991911
0.2185494543204881        19.5                     0.09999999648155064      0.036635780434502704
0.20147313904017206       19.5                     0.10000000102369075      0.04679529137907534
0.17569003371725045       19.5                     0.09999999961500232      0.06415513897530911
0.19502062083880967       19.5                     0.10000000095711543      0.05118771810810195
0.1632713474889952        19.5                     0.10000000014200433      0.07345263409440177
0.1725292601470814        19.5                     0.09999999963993861      0.06654864236632867
0.15778423627875762       19.5                     0.09999999995422296      0.07778858243975023
0.1618528111571208        19.5                     0.100000000133045        0.07458737480782168
0.1570998087621429        19.5                     0.09999999995701686      0.07835082004037372
0.15490673802214705       19.5                     0.10000000001204681      0.08012302936019808
0.153371190625            19.5                     0.09999999999829502      0.08138622965486055
0.15368020487778067       19.5                     0.09999999999888003      0.08112918581609825
0.15271531328124996       19.5                     0.09999999999991122      0.08192832800810092
0.15249668749999998       19.5                     0.09999999999991936      0.08211149829380834
0.15192635937499996       19.5                     0.09999999999999137      0.08258541949711659
0.15173625                19.5                     0.09999999999999254      0.08274554614436222
0.15124031249999997       19.5                     0.09999999999999881      0.08315958512460113
0.15107499999999996       19.5                     0.09999999999999894      0.0832994734217456
0.15064374999999997       19.5                     0.09999999999999978      0.0836609824157884
0.15049999999999997       19.5                     0.0999999999999998       0.08378311847411304
0.15012499999999995       19.5                     0.09999999999999996      0.08409859818132742
0.269925                  19.5                     1.2840160116055457E-13   0.014979290906353932
0.27                      19.5                     1.1232106679675644E-13   0.014963389659737812
0.26990000000000003       19.5                     1.3277422142874756E-13   0.014984615235260552
0.2698137500000001        19.5                     1.5481655807349164E-13   0.01500290866392374
0.26978500000000005       19.5                     1.6084478676259073E-13   0.015009034307614754
0.2696858125              19.5                     1.918871591925128E-13    0.015030081010515887
0.26965275000000005       19.5                     2.004299106478532E-13    0.015037129027413915
0.269538684375            19.5                     2.4552594482847504E-13   0.01506134499568228
0.26950066250000004       19.5                     2.58022263262181E-13     0.015069454881558508
0.2693694870312501        19.5                     3.2591375693141166E-13   0.015097319479621701
0.2693257618750001        19.5                     3.4487399304459236E-13   0.015106652023493507
0.2691749100859375        19.5                     4.513624758115769E-13    0.015138717813115137
0.26912462615625          19.5                     4.813693080625434E-13    0.01514945841089184
0.2689511465988282        19.5                     6.564685545577447E-13    0.015186362553332236
0.2688933200796876        19.5                     7.063280872041809E-13    0.015198725057473484
0.2686938185886524        19.5                     1.010333575512714E-12    0.015241202565220529
0.26862731809164064       19.5                     1.0979817468755223E-12   0.015255433763581959
0.26839789137695025       19.5                     1.6599808562056374E-12   0.015304332925552442
0.26832141580538676       19.5                     1.8244546777872814E-12   0.015320717760803463
0.2680575750834928        19.5                     2.9415995036341397E-12   0.015377018129307338
0.26796962817619485       19.5                     3.2745733488776607E-12   0.015395885792679486
0.2676662113460167        19.5                     5.6900884920210065E-12   0.015460719200021095
0.26756507240262406       19.5                     6.426576016541499E-12    0.015482450260805828
0.2672161430479192        19.5                     1.2185461811243237E-11   0.015557125432465154
0.2670998332630176        19.5                     1.3992522843577365E-11   0.015582160199105804
0.2666985645051071        19.5                     2.937654603256831E-11    0.015668191654714506
0.26656480825247025       19.5                     3.4387616243363397E-11   0.015697040006485738
0.26610334918087314       19.5                     8.131401247072937E-11    0.015796182096957132
0.2659495294903408        19.5                     9.739013755066767E-11    0.01582943507971359
0.2654188515580041        19.5                     2.644202892275853E-10    0.01594372220928624
0.2652419589138919        19.5                     3.2591364959307485E-10   0.015982065758122818
0.26443119658720876       19.5                     1.3194202672634025E-9    0.01615745357359315
0.265039063723111         19.5                     6.162998764209532E-10    0.016026180938150215
0.2634244894525062        19.5                     7.777381432640841E-9     0.016375973103508662
0.2641791202901246        19.5                     3.5850806858739476E-9    0.016212464517456115
0.2621533342933708        19.5                     -5.6495572811441024E-9   0.016653129110909222
0.2630820550142414        19.5                     9.628374563789737E-9     0.016451072098196774
0.26018314589816766       19.5                     -5.103212474787896E-7    0.017085312152660844
0.26163797638683073       19.5                     -1.9757459592487605E-7   0.016766937423357206
0.2594421765207534        19.5                     9.089075312662064E-7     0.017250610397910614
0.257029245352394         19.5                     3.256277843852912E-6     0.017783777702415342
0.25425642911500695       19.5                     -2.632236078201022E-5    0.018405023228561527
0.25632089414521814       19.5                     -7.165772563080043E-6    0.017943731152659122
0.2525292896227953        19.5                     0.001026799844359209     0.018795373194665635
