% Model:              outside_in_adjustedconfiguration_countercurrent_10mins.mph
% Version:            COMSOL 6.3.0.420
% Date:               Apr 23 2026, 17:00
% Dimension:          2
% Nodes:              241
% Expressions:        2
% Description:        Molar concentration, is
% Length unit:        mm
% r                       z                        is (mol/m^3) @ t=0       is (mol/m^3) @ t=5
1.5571106250000002        19.5                     6.546610327489158E-11    0.030634747299953947
1.5575                    19.5                     8.17223082370804E-11     0.030727634041747998
1.5559424999999998        19.5                     -1.1310430373519691E-12  0.030195490860957262
1.55549471875             19.5                     -9.00307568420228E-13    0.030088481695886345
1.5541513749999998        19.5                     4.507110796060619E-14    0.029583751403924687
1.5536364265624998        19.5                     3.569943228778203E-14    0.0294604322175554
1.5520915812499998        19.5                     -2.7029432407741474E-15  0.028881063226000155
1.551499390546875         19.5                     -2.1357747495909357E-15  0.028738892244259365
1.5497228184375           19.5                     1.88642250020954E-16     0.028074865934084224
1.5490417991289063        19.5                     1.4966448548618055E-16   0.02791088557848512
1.5469987412031254        19.5                     -1.0161196856657582E-17  0.027151541003375718
1.5417967138346496        19.5                     1.1951943800419364E-18   0.025411207484559988
1.5456594266405335        19.5                     -7.92965455069786E-18    0.026826136888378715
1.5319052063774588        19.5                     -2.0708732449111163E-19  0.022205799958601
1.5393230897543015        19.5                     8.985734123145141E-19    0.024805565540988075
1.5158406571742467        19.5                     3.581201460351618E-20    0.017343625669575428
1.5270937233860407        19.5                     -1.5835025607642348E-19  0.021024608915658802
1.5088041383141069        19.5                     2.5801892910463142E-20   0.015688850382246662
1.484356230169437         19.5                     -8.047248553166523E-21   0.009746145034368357
1.4404577407312036        19.5                     1.9216444990698956E-21   0.0036331752947887713
1.473381349161056         19.5                     -5.9664697623363005E-21  0.0076688120777601955
1.3963735457398443        19.5                     -9.974383688438649E-23   0.002136301440171147
1.3816801250459774        19.5                     -6.038562773100445E-22   7.783648849630756E-4
1.33945                   19.5                     1.8352572604592167E-22   2.2545160177532452E-4
1.3711221819419421        19.5                     -4.4688749177710765E-22  4.69291082505766E-4
1.3316625000000002        19.5                     1.365878797159792E-22    1.443987305182227E-4
1.3083000000000002        19.5                     -4.8710421973637966E-23  8.334334602958693E-5
1.3005125000000002        19.5                     -3.634480285338971E-23   5.1428494464765034E-5
1.2771499999999998        19.5                     1.2923339328415003E-23   2.9789505079039494E-5
1.2693625000000002        19.5                     9.664488311752495E-24    1.775157244988567E-5
1.246                     19.5                     -3.427412432455607E-24   1.0304112855400042E-5
1.2382124999999997        19.5                     -2.5682117344980772E-24  5.95300669133811E-6
1.21485                   19.5                     9.086730888455622E-25    3.4710828839352433E-6
1.2070625000000001        19.5                     6.820369577837536E-25    1.967369076137655E-6
1.1837                    19.5                     -2.408289355521938E-25   1.1478939663921898E-6
1.1759125                 19.5                     -1.8101700734584697E-25  6.414910555671481E-7
1.15255                   19.5                     6.380848590642249E-26    3.750734016779638E-7
1.1447625000000001        19.5                     4.801466275583602E-26    2.061528527546791E-7
1.1213999999999997        19.5                     -1.6901493012490365E-26  1.210863684451213E-7
1.1136124999999997        19.5                     -1.2728559102353134E-26  6.586500923945507E-8
1.0902499999999997        19.5                     4.475645745260016E-27    3.872199669647769E-8
1.0824624999999997        19.5                     3.372425672102656E-27    2.1153333496558922E-8
1.0591                    19.5                     -1.1848862038468718E-27  1.2559132873142345E-8
1.0513124999999999        19.5                     -8.930366616629509E-28   7.081361564022224E-9
1.02795                   19.5                     3.136125708171357E-28    3.796721041048153E-9
1.0201625                 19.5                     2.3635509206947316E-28   1.9655970213187818E-9
0.9967999999999998        19.5                     -8.29872063169263E-29    8.716544814342844E-10
0.9890125000000001        19.5                     -6.252208760241105E-29   2.621666546603914E-10
0.96565                   19.5                     2.1955038934056376E-29   1.5938965626667012E-10
0.9578625                 19.5                     1.653019313321274E-29    5.4714956785451195E-11
0.9344999999999999        19.5                     -5.807201087826981E-30   2.9035617364964672E-11
0.9267125                 19.5                     -4.368180028608029E-30   7.449565531530361E-12
0.90335                   19.5                     1.5357238413153584E-30   4.949228109963347E-12
0.8955625                 19.5                     1.1537256957147957E-30   1.7883011207632978E-12
0.8722000000000001        19.5                     -4.060476372085668E-31   8.841766140926651E-13
0.8644125000000001        19.5                     -3.0456812224469536E-31  1.9675421305294722E-13
0.8410500000000001        19.5                     1.0734024103638897E-31   1.4399748151347932E-13
0.8332625000000001        19.5                     8.036107139136055E-32    3.824181459084296E-14
0.8099                    19.5                     -2.8370976480224404E-32  2.3833184858686236E-14
0.8021125000000002        19.5                     -2.1192641596954027E-32  7.106959925817594E-15
0.77875                   19.5                     7.497510258514264E-33    3.987496206491104E-15
0.7709625000000002        19.5                     5.5859941072689406E-33   9.968979741860508E-16
0.7475999999999999        19.5                     -1.9810552883586856E-33  6.457212097999748E-16
0.7398125                 19.5                     -1.4715973076237886E-33  1.5383733743150655E-16
0.7164500000000003        19.5                     5.233829615578972E-34    1.0327242538931561E-16
0.7086625000000003        19.5                     3.874779805467274E-34    2.591225415009975E-17
0.6853                    19.5                     -1.3825923040078482E-34  1.6551084977450218E-17
0.6775125                 19.5                     -1.019695117082194E-34   4.090889169610044E-18
0.65415                   19.5                     3.6519954822361645E-35   2.6393557147527503E-18
0.6463625                 19.5                     2.681971057872726E-35    6.319867943855778E-19
0.623                     19.5                     -9.64584507875933E-36    4.182174275402989E-19
0.6152125                 19.5                     -7.050062967109032E-36   9.91007657996184E-20
0.59185                   19.5                     2.5476508126123143E-36   6.605333074041668E-20
0.5840625                 19.5                     1.8521729752664364E-36   1.5578098833059395E-20
0.5606999999999999        19.5                     -6.728974910731954E-37   1.0413755422792942E-20
0.5529125                 19.5                     -4.863111562487194E-37   2.4342432045026135E-21
0.5295499999999997        19.5                     1.7774306397137804E-37   1.6392215351128045E-21
0.5217624999999999        19.5                     1.2761037986279803E-37   3.803371593404181E-22
0.4983999999999998        19.5                     -4.695738214423068E-38   2.578045162118164E-22
0.49061249999999984       19.5                     -3.3465153487518086E-38  5.951546593168201E-23
0.4672499999999998        19.5                     1.2408666751874424E-38   4.0542072041531234E-23
0.45946249999999983       19.5                     8.770666439475358E-39    9.322327461534442E-24
0.4360999999999997        19.5                     -3.280290562012572E-39   6.379137871636596E-24
0.42831249999999976       19.5                     -2.297240729801855E-39   1.4627689851541327E-24
0.40494999999999975       19.5                     8.676403153393144E-40    1.004936404792431E-24
0.39716249999999986       19.5                     6.013414024330253E-40    2.300934922491714E-25
0.37379999999999974       19.5                     -2.29671558612639E-40    1.5860893752136337E-25
0.36601249999999985       19.5                     -1.5732278562981502E-40  3.631474990567278E-26
0.3426499999999999        19.5                     6.086260443879451E-41    2.5099221829595603E-26
0.33486249999999995       19.5                     4.1138546077109697E-41   5.754009363150833E-27
0.3115                    19.5                     -1.6152790968012704E-41  3.985853560625032E-27
0.30371250000000005       19.5                     -1.0754136003536799E-41  9.193896841752299E-28
0.28034999999999993       19.5                     4.294140445143133E-42    6.37150992840438E-28
0.2725625000000001        19.5                     2.814074824683303E-42    9.243129265436318E-29
0.24919999999999995       19.5                     -1.1364166612760906E-42  9.487358626069348E-29
0.24141250000000006       19.5                     -7.49579492687407E-43    1.723218965353245E-27
0.21805000000000008       19.5                     2.6493370321682674E-43   3.984420008307569E-28
0.1761688483954109        19.5                     -6.722197791694086E-44   -2.4121171157315628E-27
0.20755120478558486       19.5                     1.7767353928127892E-43   -5.6736925065335345E-27
0.11826783693615263       19.5                     2.403124578547369E-44    -1.4850997802082255E-25
0.16161772581613607       19.5                     -4.318061852912841E-44   -9.808805754253419E-26
0.07447552385936103       19.5                     -8.834358169129465E-45   -6.26350430409997E-24
0.10730267893545047       19.5                     1.4831003302471394E-44   -3.0375979216980516E-24
0.04476625001415977       19.5                     3.1612463243727926E-45   -3.981405083906063E-23
0.06625619245257149       19.5                     -4.9604597907307926E-45  4.647099495022044E-24
0.040733268690342585      19.5                     1.483589529248006E-45    1.7332195643705505E-23
0.025804970689540574      19.5                     -8.93474032841523E-46    -1.198347812003214E-22
0.02346136639755463       19.5                     -3.633856726371135E-46   -7.236326009540938E-23
0.01587257940858589       19.5                     -2.4092145571690562E-46  -1.8083213448169191E-22
0.014596386924789963      19.5                     -2.4798713481648876E-46  -1.5871482953884615E-22
0.010501258796874961      19.5                     7.277457150188227E-46    -2.0609898248374772E-22
0.0098202394882812        19.5                     5.6519014634774004E-46   -1.9594734980583996E-22
0.0077771815624999695     19.5                     -5.622698187032618E-46   -2.15543478384998E-22
0.007184990859374961      19.5                     -4.4446580727690095E-46  -2.0896036257578678E-22
0.00540841874999998       19.5                     1.9960328206288258E-46   -2.2168234042363666E-22
0.0048934703124999725     19.5                     1.5912333994100662E-46   -2.177778594774476E-22
0.003348624999999988      19.5                     -5.054406137571821E-47   -2.253271097254278E-22
0.0029008437499999816     19.5                     -4.0545907052830985E-47  -2.2335405677298036E-22
0.001557499999999994      19.5                     9.955400112584873E-48    -2.2716934911572106E-22
0.001168124999999989      19.5                     7.950747469330623E-48    -2.2646981384513036E-22
0                         19.5                     -2.0161167654472075E-48  -2.278223518807241E-22
1.577475                  19.5                     0.03477449049512717      0.03600548475095414
1.5775000000000001        19.5                     0.03545714585370531      0.03601205424309806
1.5774000000000001        19.5                     0.03272652445559092      0.03598551276880586
1.57737125                19.5                     0.03183077405172461      0.03597795688759147
1.577285                  19.5                     0.029143522890587987     0.03595499141220501
1.5772519374999998        19.5                     0.028178887976402913     0.03594630087172298
1.5771527500000002        19.5                     0.025284983304973533     0.03591989362588159
1.577114728125            19.5                     0.02427896990169433      0.035909897814552935
1.5770006624999997        19.5                     0.02126092979350852      0.03587953352222742
1.5769569373437498        19.5                     0.020249349945109893     0.03586803610320987
1.5768257618749997        19.5                     0.01721461054762981      0.03583312251904558
1.5767035343670253        19.5                     0.015147492574026563     0.035800970599981816
1.5763368536966833        19.5                     0.008946169245356017     0.03570340565302985
1.576016661529835         19.5                     0.006932274408233158     0.03561908945466344
1.5750560977594332        19.5                     8.905764287793318E-4     0.03536372195832984
