% Model:              outside_in_adjustedconfiguration_countercurrent_10mins.mph
% Version:            COMSOL 6.3.0.420
% Date:               Apr 23 2026, 16:59
% Dimension:          2
% Nodes:              241
% Expressions:        2
% Description:        Molar concentration, is
% Length unit:        mm
% r                       z                        is (mol/m^3) @ t=0       is (mol/m^3) @ t=5
1.5567212500000003        15                       -1.195633703214185E-11   0.051167489459085086
1.5575                    15                       -2.4870014870966512E-11  0.051315494058131135
1.5559424999999998        15                       9.390647836564029E-13    0.05101711180681488
1.5550469375000002        15                       4.355908575749923E-13    0.05084673069518182
1.5541513749999998        15                       -7.021808767177224E-14   0.05067361855836195
1.5531214781249998        15                       -3.1438851500422045E-14  0.050477457724511225
1.5520915812499998        15                       7.583848339905453E-15    0.05027815439456145
1.55090719984375          15                       3.2930821528280134E-15   0.05005229050033943
1.5497228184375           15                       -1.028294482657915E-15   0.04982281164084565
1.5483607798203125        15                       -4.516493169753543E-16   0.049562723087534816
1.5469987412031254        15                       1.3005431130951214E-16   0.04929847790318703
1.541905809833559         15                       -2.1996961571366616E-17  0.04831599828817121
1.5444230219055557        15                       5.488360820495117E-17    0.04880569625256079
1.5323759866080837        15                       4.313268511342807E-18    0.046473421365124404
1.5369595345048086        15                       -9.126772538155977E-18   0.04736697794231053
1.5248726862512707        15                       1.758143760967428E-18    0.045029813196409425
1.5169483450883483        15                       -7.502543116848846E-19   0.04348308742468035
1.484349532706515         15                       1.7330660928212903E-19   0.03719304839108567
1.5006478083204022        15                       -2.8302160487846133E-19  0.04031496228815258
1.462403883331226         15                       6.436853357565906E-20    0.03307160032495615
1.4404577245049865        15                       -4.14222320446507E-20    0.028993907891883587
1.4110677185025327        15                       -1.3695082912649155E-20  0.02404694657367508
1.381676492172883         15                       1.3093005063592053E-20   0.019105847905858057
1.33945                   15                       -4.037186850063049E-21   0.01319750250077048
1.3605630773242285        15                       4.676985049929121E-21    0.016130895480225744
1.3238750000000001        15                       -1.5160935072943213E-21  0.011380598590191963
1.3083000000000002        15                       1.0913668988215128E-21   0.009617133824879227
1.292725                  15                       4.102581087330768E-22    0.008137858728887327
1.27715                   15                       -2.9510013774227947E-22  0.006726185176631329
1.261575                  15                       -1.1103747385778962E-22  0.0055752920403422035
1.246                     15                       7.981455950370817E-23    0.00449930788228287
1.2304249999999999        15                       3.0058625430237915E-23   0.0036468389871719548
1.21485                   15                       -2.1593190331025965E-23  0.0028690452017514703
1.1992749999999999        15                       -8.138852055971384E-24   0.0022699807027843776
1.1837                    15                       5.84361951606147E-24     0.001738697841033188
1.1681249999999999        15                       2.2042452583341463E-24   0.0013405418216931634
1.15255                   15                       -1.581927151307212E-24   9.987340863373765E-4
1.1369749999999996        15                       -5.971294545834342E-25   7.491454760983635E-4
1.1213999999999997        15                       4.283907332932937E-25    5.425858422282216E-4
1.1058249999999998        15                       1.618075602458073E-25    3.953528813462517E-4
1.0902499999999997        15                       -1.1605208856013348E-25  2.78349652636594E-4
1.0746749999999994        15                       -4.38592897220345E-26    1.967554141503986E-4
1.0590999999999995        15                       3.1451123116383347E-26   1.3472095984791245E-4
1.0435249999999996        15                       1.189236990885817E-26    9.228459590254507E-5
1.0279499999999997        15                       -8.52710254443575E-27    6.151429957039553E-5
1.0123749999999994        15                       -3.2257572752382264E-27  4.080654433534603E-5
0.9967999999999998        15                       2.312925796458878E-27    2.6523880730454045E-5
0.9812249999999997        15                       8.753158421909152E-28    1.7038625020528794E-5
0.96565                   15                       -6.276689186429388E-28   1.082580840399459E-5
0.950075                  15                       -2.376195203182266E-28   6.7417409100085005E-6
0.9345                    15                       1.7042107342726138E-28   4.199211939213565E-6
0.9189249999999997        15                       6.453557889701245E-29    2.540013346023186E-6
0.90335                   15                       -4.6297352584381497E-29  1.5555984305578978E-6
0.8877749999999999        15                       -1.7536096402233778E-29  9.16405165000395E-7
0.8722000000000001        15                       1.2584827207735766E-29   5.53505465033214E-7
0.856625                  15                       4.767619602212344E-30    3.1859319084377883E-7
0.8410500000000001        15                       -3.423075739549084E-30   1.902401458292777E-7
0.825475                  15                       -1.2969561179347092E-30  1.0735615130542408E-7
0.8099                    15                       9.317212234572471E-31    6.347291197146161E-8
0.7943249999999998        15                       3.5304171336993496E-31   3.5174903283887315E-8
0.77875                   15                       -2.5379338148142346E-31  2.0634633906097492E-8
0.7631749999999999        15                       -9.616746590873569E-32   1.1252895134068816E-8
