% Model:              outside_in_adjustedconfiguration_baseline_10mins.mph
% Version:            COMSOL 6.3.0.420
% Date:               May 14 2026, 21:49
% Dimension:          2
% Nodes:              121
% Expressions:        21
% Description:        Molar concentration, is
% Length unit:        mm
% r                       z                        is (mol/m^3) @ t=0       is (mol/m^3) @ t=0.5     is (mol/m^3) @ t=1       is (mol/m^3) @ t=1.5     is (mol/m^3) @ t=2       is (mol/m^3) @ t=2.5     is (mol/m^3) @ t=3       is (mol/m^3) @ t=3.5     is (mol/m^3) @ t=4       is (mol/m^3) @ t=4.5     is (mol/m^3) @ t=5       is (mol/m^3) @ t=5.5     is (mol/m^3) @ t=6       is (mol/m^3) @ t=6.5     is (mol/m^3) @ t=7       is (mol/m^3) @ t=7.5     is (mol/m^3) @ t=8       is (mol/m^3) @ t=8.5     is (mol/m^3) @ t=9       is (mol/m^3) @ t=9.5     is (mol/m^3) @ t=10
1.5559424999999998        10                       9.26291735525189E-13     0.0409006504941727       0.04870285795929393      0.054490102853737656     0.05887297074364874      0.06237038439455759      0.06521519279242566      0.06758173400231282      0.06959595347166034      0.07134343241872464      0.07288091662204162      0.07424894707160366      0.07547934069840076      0.07659505206190034      0.07761249536622289      0.078546632392509        0.07941005569199834      0.08021118228145134      0.08095727092775895      0.08165580275901531      0.08231229534170557
1.5575                    10                       -2.4637517868514443E-11  0.04122178619087456      0.04898361273231156      0.054744452800680576     0.05910616228227038      0.06258605791327684      0.06541613042575971      0.06777006815133103      0.06977338221627466      0.07151130080565467      0.07304027557619197      0.07440065514091264      0.07562413851363994      0.0767335513216726       0.07774519562803286      0.07867398630804372      0.07953246676140412      0.08032897963202476      0.08107074436200845      0.0817652278538219       0.08241790999081594
1.5541513749999998        10                       -6.918223602966332E-14   0.04053252400133816      0.048380843259643286     0.05419817128842717      0.058605196763838366     0.06212264094650436      0.06498431755409438      0.06736529832965335      0.06939202048045996      0.07115046542202624      0.07269771336886514      0.07407452501123633      0.07531285214529455      0.07643579613912421      0.07745989930799761      0.07840017764798432      0.07926927980007653      0.08007570746463977      0.08082676474390448      0.08152994932744811      0.08219082160549557
1.5520915812499998        10                       7.467533512805818E-15    0.040110755939985955     0.04801166354411923      0.05386321172492662      0.0582977861254473       0.061838112042867814     0.06471908312526445      0.06711659685386367      0.06915764568527209      0.07092866359433168      0.07248711034897135      0.07387399723091051      0.07512143013529829      0.0762526773377986       0.07728442734698622      0.07823175884294728      0.0791073844041375       0.07991990200896079      0.08067666802557427      0.08138519945066994      0.08205110525747666
1.5497228184375           10                       -1.0120773212417297E-15  0.03962783528998734      0.04758862392280941      0.053479025820322386     0.05794497215599598      0.06151140766989062      0.06441442879604206      0.06683085864765032      0.06888831451257836      0.070673740654674        0.07224502662725867      0.07364346910882175      0.0749013498640586       0.07604212658920019      0.07708265440164423      0.0780380844768638       0.0789212021860615       0.07974071477643817      0.0805040388681547       0.08121871399791336      0.08189040414962913
1.5469987412031252        10                       1.2750636105423405E-16   0.03907531073701133      0.04710415437580135      0.0530385731668217       0.05754018498021875      0.06113637387674729      0.06406456758553272      0.06650262174589382      0.06857885390137575      0.07038078169772903      0.07196678004249352      0.07337847005900745      0.07464833394281778      0.07580004391498422      0.0768506446724605       0.07781537124614994      0.07870709176487922      0.07953463723795239      0.0803054937300966       0.08102722713075118      0.08170556357681205
1.5418538496399234        10                       -2.1122914620746727E-17  0.03804025445446234      0.046195175047761515     0.052210759801529005     0.056778509873901394     0.06043008379611009      0.06340527046293216      0.06588378161276505      0.06799520256958416      0.06982809405234243      0.07144172198283852      0.07287830880771515      0.0741707092880198       0.07534299151800881      0.07641255262140718      0.0773947866806627       0.07830271524012031      0.07914539806589531      0.07993045269134054      0.08066549560020678      0.08135636730437396
1.5319753222658368        10                       4.3146166528768274E-18   0.0360848738953962       0.04447234585760489      0.05063649176972579      0.05532669636922841      0.059081602855589124     0.062144972797855205     0.06469973015724229      0.06687769256273939      0.06876927862353392      0.0704353676798988       0.07191929393968616      0.07325460681964134      0.0744660994144015       0.07557182298396646      0.07658748087737471      0.07752637958700999      0.07839799803144439      0.07921020658871786      0.0799707233165083       0.08068559713305523
1.5169811431538351        10                       -7.375800504698301E-19   0.03320103198186478      0.04191537426716846      0.04828645151189851      0.05315091053885076      0.05705492179858636      0.060246866282308686     0.06291364779971559      0.0651899523530019       0.06716865358947208      0.06891283500387571      0.07046740402417763      0.0718669072960585       0.07313715381467166      0.07429713088265695      0.07536301427731039      0.07634851977685102      0.07726371590486547      0.07811685458854221      0.07891581649030179      0.07966694160454976
1.4843816600845272        10                       1.704115845252262E-19    0.027317806637445558     0.03661415110970023      0.04335461241781346      0.04854710564062789      0.052741156123877204     0.05618925532830308      0.05908306678339333      0.06156121773320144      0.06372038526516907      0.06562740328420029      0.06733005478190589      0.06886478179759424      0.07025927052727325      0.07153429056992726      0.07270701557654201      0.07379196572257174      0.07480031270216882      0.07574109932036999      0.07662258374024618      0.07745165515334865
