% Model:              outside_in_originalconfiguration_baseline_240mins.mph
% Version:            COMSOL 6.3.0.420
% Date:               May 28 2026, 21:42
% Dimension:          2
% Nodes:              149
% Expressions:        13
% Description:        Pressure
% Length unit:        mm
% r                       z                        p (Pa) @ t=0             p (Pa) @ t=20            p (Pa) @ t=40            p (Pa) @ t=60            p (Pa) @ t=80            p (Pa) @ t=100           p (Pa) @ t=120           p (Pa) @ t=140           p (Pa) @ t=160           p (Pa) @ t=180           p (Pa) @ t=200           p (Pa) @ t=220           p (Pa) @ t=240
0.5                       13.806535947712415       0.043112308391246516     0.043112308391246516     0.043112308391246516     0.043112308391246516     0.043112308391246516     0.043112308391246516     0.043112308391246516     0.043112308391246516     0.043112308391246516     0.043112308391246516     0.043112308391246516     0.043112308391246516     0.043112308391246516
0.5                       13.2                     0.04545559233161034      0.04545559233161034      0.04545559233161034      0.04545559233161034      0.04545559233161034      0.04545559233161034      0.04545559233161034      0.04545559233161034      0.04545559233161034      0.04545559233161034      0.04545559233161034      0.04545559233161034      0.04545559233161034
0.5                       13.40653594771241        0.04465688018343845      0.04465688018343845      0.04465688018343845      0.04465688018343845      0.04465688018343845      0.04465688018343845      0.04465688018343845      0.04465688018343845      0.04465688018343845      0.04465688018343845      0.04465688018343845      0.04465688018343845      0.04465688018343845
0.5                       12.800000000000004       0.04699858738062071      0.04699858738062071      0.04699858738062071      0.04699858738062071      0.04699858738062071      0.04699858738062071      0.04699858738062071      0.04699858738062071      0.04699858738062071      0.04699858738062071      0.04699858738062071      0.04699858738062071      0.04699858738062071
0.5                       13.006535947712415       0.04620188134385669      0.04620188134385669      0.04620188134385669      0.04620188134385669      0.04620188134385669      0.04620188134385669      0.04620188134385669      0.04620188134385669      0.04620188134385669      0.04620188134385669      0.04620188134385669      0.04620188134385669      0.04620188134385669
0.5                       12.400000000000002       0.04854503287940323      0.04854503287940323      0.04854503287940323      0.04854503287940323      0.04854503287940323      0.04854503287940323      0.04854503287940323      0.04854503287940323      0.04854503287940323      0.04854503287940323      0.04854503287940323      0.04854503287940323      0.04854503287940323
0.5                       12.606535947712416       0.04774653894829242      0.04774653894829242      0.04774653894829242      0.04774653894829242      0.04774653894829242      0.04774653894829242      0.04774653894829242      0.04774653894829242      0.04774653894829242      0.04774653894829242      0.04774653894829242      0.04774653894829242      0.04774653894829242
0.5                       12                       0.05008837093913711      0.05008837093913711      0.05008837093913711      0.05008837093913711      0.05008837093913711      0.05008837093913711      0.05008837093913711      0.05008837093913711      0.05008837093913711      0.05008837093913711      0.05008837093913711      0.05008837093913711      0.05008837093913711
0.5                       12.206535947712414       0.04929148615154694      0.04929148615154694      0.04929148615154694      0.04929148615154694      0.04929148615154694      0.04929148615154694      0.04929148615154694      0.04929148615154694      0.04929148615154694      0.04929148615154694      0.04929148615154694      0.04929148615154694      0.04929148615154694
0.5                       11.599999999999998       0.05163449113038224      0.05163449113038224      0.05163449113038224      0.05163449113038224      0.05163449113038224      0.05163449113038224      0.05163449113038224      0.05163449113038224      0.05163449113038224      0.05163449113038224      0.05163449113038224      0.05163449113038224      0.05163449113038224
0.5                       11.806535947712412       0.05083616467422812      0.05083616467422812      0.05083616467422812      0.05083616467422812      0.05083616467422812      0.05083616467422812      0.05083616467422812      0.05083616467422812      0.05083616467422812      0.05083616467422812      0.05083616467422812      0.05083616467422812      0.05083616467422812
0.5                       11.200000000000003       0.05317809318542072      0.05317809318542072      0.05317809318542072      0.05317809318542072      0.05317809318542072      0.05317809318542072      0.05317809318542072      0.05317809318542072      0.05317809318542072      0.05317809318542072      0.05317809318542072      0.05317809318542072      0.05317809318542072
0.5                       11.406535947712413       0.05238107265646861      0.05238107265646861      0.05238107265646861      0.05238107265646861      0.05238107265646861      0.05238107265646861      0.05238107265646861      0.05238107265646861      0.05238107265646861      0.05238107265646861      0.05238107265646861      0.05238107265646861      0.05238107265646861
0.5                       10.799999999999999       0.0547240557814775       0.0547240557814775       0.0547240557814775       0.0547240557814775       0.0547240557814775       0.0547240557814775       0.0547240557814775       0.0547240557814775       0.0547240557814775       0.0547240557814775       0.0547240557814775       0.0547240557814775       0.0547240557814775
0.5                       11.006535947712415       0.05392581202543269      0.05392581202543269      0.05392581202543269      0.05392581202543269      0.05392581202543269      0.05392581202543269      0.05392581202543269      0.05392581202543269      0.05392581202543269      0.05392581202543269      0.05392581202543269      0.05392581202543269      0.05392581202543269
0.5                       10.399999999999999       0.056267763528946454     0.056267763528946454     0.056267763528946454     0.056267763528946454     0.056267763528946454     0.056267763528946454     0.056267763528946454     0.056267763528946454     0.056267763528946454     0.056267763528946454     0.056267763528946454     0.056267763528946454     0.056267763528946454
0.5                       10.606535947712413       0.055470687223818954     0.055470687223818954     0.055470687223818954     0.055470687223818954     0.055470687223818954     0.055470687223818954     0.055470687223818954     0.055470687223818954     0.055470687223818954     0.055470687223818954     0.055470687223818954     0.055470687223818954     0.055470687223818954
0.5                       9.999999999999996        0.0578136187949153       0.0578136187949153       0.0578136187949153       0.0578136187949153       0.0578136187949153       0.0578136187949153       0.0578136187949153       0.0578136187949153       0.0578136187949153       0.0578136187949153       0.0578136187949153       0.0578136187949153       0.0578136187949153
0.5                       10.206535947712414       0.05701542957575949      0.05701542957575949      0.05701542957575949      0.05701542957575949      0.05701542957575949      0.05701542957575949      0.05701542957575949      0.05701542957575949      0.05701542957575949      0.05701542957575949      0.05701542957575949      0.05701542957575949      0.05701542957575949
0.5                       9.599999999999998        0.05935738644756404      0.05935738644756404      0.05935738644756404      0.05935738644756404      0.05935738644756404      0.05935738644756404      0.05935738644756404      0.05935738644756404      0.05935738644756404      0.05935738644756404      0.05935738644756404      0.05935738644756404      0.05935738644756404
0.5                       9.806535947712414        0.05856028020442443      0.05856028020442443      0.05856028020442443      0.05856028020442443      0.05856028020442443      0.05856028020442443      0.05856028020442443      0.05856028020442443      0.05856028020442443      0.05856028020442443      0.05856028020442443      0.05856028020442443      0.05856028020442443
0.5                       9.2                      0.06090327987545992      0.06090327987545992      0.06090327987545992      0.06090327987545992      0.06090327987545992      0.06090327987545992      0.06090327987545992      0.06090327987545992      0.06090327987545992      0.06090327987545992      0.06090327987545992      0.06090327987545992      0.06090327987545992
0.5                       9.406535947712412        0.060105071978429514     0.060105071978429514     0.060105071978429514     0.060105071978429514     0.060105071978429514     0.060105071978429514     0.060105071978429514     0.060105071978429514     0.060105071978429514     0.060105071978429514     0.060105071978429514     0.060105071978429514     0.060105071978429514
0.5                       8.799999999999999        0.06244696180865965      0.06244696180865965      0.06244696180865965      0.06244696180865965      0.06244696180865965      0.06244696180865965      0.06244696180865965      0.06244696180865965      0.06244696180865965      0.06244696180865965      0.06244696180865965      0.06244696180865965      0.06244696180865965
0.5                       9.006535947712413        0.06164989872111276      0.06164989872111276      0.06164989872111276      0.06164989872111276      0.06164989872111276      0.06164989872111276      0.06164989872111276      0.06164989872111276      0.06164989872111276      0.06164989872111276      0.06164989872111276      0.06164989872111276      0.06164989872111276
0.5                       8.4                      0.06399293723496755      0.06399293723496755      0.06399293723496755      0.06399293723496755      0.06399293723496755      0.06399293723496755      0.06399293723496755      0.06399293723496755      0.06399293723496755      0.06399293723496755      0.06399293723496755      0.06399293723496755      0.06399293723496755
0.5                       8.606535947712414        0.06319468588657884      0.06319468588657884      0.06319468588657884      0.06319468588657884      0.06319468588657884      0.06319468588657884      0.06319468588657884      0.06319468588657884      0.06319468588657884      0.06319468588657884      0.06319468588657884      0.06319468588657884      0.06319468588657884
0.5                       7.999999999999998        0.0655364890897151       0.0655364890897151       0.0655364890897151       0.0655364890897151       0.0655364890897151       0.0655364890897151       0.0655364890897151       0.0655364890897151       0.0655364890897151       0.0655364890897151       0.0655364890897151       0.0655364890897151       0.0655364890897151
0.5                       8.206535947712414        0.06473949453897168      0.06473949453897168      0.06473949453897168      0.06473949453897168      0.06473949453897168      0.06473949453897168      0.06473949453897168      0.06473949453897168      0.06473949453897168      0.06473949453897168      0.06473949453897168      0.06473949453897168      0.06473949453897168
0.5                       7.599999999999998        0.06708269757537608      0.06708269757537608      0.06708269757537608      0.06708269757537608      0.06708269757537608      0.06708269757537608      0.06708269757537608      0.06708269757537608      0.06708269757537608      0.06708269757537608      0.06708269757537608      0.06708269757537608      0.06708269757537608
0.5                       7.806535947712412        0.06628432649353584      0.06628432649353584      0.06628432649353584      0.06628432649353584      0.06628432649353584      0.06628432649353584      0.06628432649353584      0.06628432649353584      0.06628432649353584      0.06628432649353584      0.06628432649353584      0.06628432649353584      0.06628432649353584
0.5                       7.200000000000003        0.06862595769844741      0.06862595769844741      0.06862595769844741      0.06862595769844741      0.06862595769844741      0.06862595769844741      0.06862595769844741      0.06862595769844741      0.06862595769844741      0.06862595769844741      0.06862595769844741      0.06862595769844741      0.06862595769844741
0.5                       7.406535947712413        0.06782911294692306      0.06782911294692306      0.06782911294692306      0.06782911294692306      0.06782911294692306      0.06782911294692306      0.06782911294692306      0.06782911294692306      0.06782911294692306      0.06782911294692306      0.06782911294692306      0.06782911294692306      0.06782911294692306
0.5                       6.799999999999999        0.07017247240338292      0.07017247240338292      0.07017247240338292      0.07017247240338292      0.07017247240338292      0.07017247240338292      0.07017247240338292      0.07017247240338292      0.07017247240338292      0.07017247240338292      0.07017247240338292      0.07017247240338292      0.07017247240338292
