% Model:              inside_out_countercurrent_240mins_parasweepVmax.mph
% Version:            COMSOL 6.3.0.420
% Date:               May 9 2026, 19:11
% Dimension:          1
% Nodes:              1344
% Expressions:        1
% Description:        Line graph
% Arc length (mm)         Molar concentration, is
1.0227600000000001        6.143400134581425E-8
1.0288800000000002        5.042726182024012E-8
1.0350000000000001        4.1337923440945184E-8
1.0411200000000003        3.384272641566777E-8
1.0472400000000002        2.767083997393467E-8
1.0533600000000003        2.2595747751306893E-8
1.0594800000000002        1.8428317969424834E-8
1.0656000000000003        1.501089808906154E-8
1.0717200000000002        1.221229311157582E-8
1.0778400000000006        9.923504203498073E-9
1.0839600000000003        8.054119961549795E-9
1.0900800000000004        6.529266564280343E-9
1.0962000000000003        5.287035413325141E-9
1.1023200000000002        4.276317790045642E-9
1.1084400000000003        3.4549856748818022E-9
1.1145600000000004        2.788366323428775E-9
1.1206800000000003        2.24796558434517E-9
1.1268000000000002        1.8104013911177227E-9
1.1329200000000004        1.4565144650162933E-9
1.1390400000000003        1.170628126700241E-9
1.1451600000000004        9.399333149235324E-10
1.1512800000000003        7.539785287752004E-10
1.1574000000000004        6.04247525118895E-10
1.1635200000000003        4.838102683915854E-10
1.1696400000000005        3.870349091690136E-10
1.1757600000000004        3.0935051229469205E-10
1.1818800000000007        2.4705190979102783E-10
1.1880000000000004        1.9713945533446457E-10
1.1941200000000003        1.571876441668428E-10
1.2002400000000004        1.2523756452565117E-10
1.2063600000000003        9.97089906531278E-11
1.2124800000000004        7.932863674112762E-11
1.2186000000000003        6.307168590764902E-11
1.2247200000000005        5.011420593662214E-11
1.2308400000000004        3.979447890446752E-11
1.2369600000000005        3.158161791757572E-11
1.2430800000000004        2.5050131931061745E-11
1.2492000000000008        1.985933837134303E-11
1.2553200000000004        1.573672099796499E-11
1.2614400000000006        1.2464493852037389E-11
1.2675600000000005        9.868766946643286E-12
1.2736800000000006        7.81082036130485E-12
1.2798000000000005        6.18008464484024E-12
1.2859200000000006        4.8885002962354055E-12
1.2920400000000005        3.865990415064505E-12
1.2981600000000004        3.0568307570101602E-12
1.3042800000000006        2.4167423663033597E-12
1.3104000000000005        1.9105653224981936E-12
1.3165200000000008        1.510399291395874E-12
1.3226400000000005        1.1941186322797165E-12
1.3287600000000004        9.441877133493339E-13
1.33488                   7.467165885909462E-13
1.341                     5.907089207719584E-13
1.3471199999999999        4.674635128002879E-13
1.3532400000000002        3.7009845602536253E-13
1.35936                   2.931730649257552E-13
1.36548                   2.323877252819091E-13
1.3716                    1.8434576741727806E-13
1.3777199999999998        1.4636467458303371E-13
1.38384                   1.1632650111128105E-13
1.38996                   9.255942888861427E-14
1.39608                   7.374403387159205E-14
1.4022                    5.883914752891836E-14
1.40832                   4.7023246451950057E-14
1.41444                   3.764813949611717E-14
1.4205600000000003        3.0202388029815003E-14
1.42668                   2.4282425212318452E-14
1.4328                    1.9569762033672446E-14
1.43892                   1.5813003053175842E-14
1.44504                   1.2813660934262703E-14
1.45116                   1.0414970048214015E-14
1.4572800000000004        8.493066841998608E-15
1.4634000000000003        6.950037306993457E-15
1.4695200000000002        5.708436900085569E-15
1.4756400000000003        4.706971357634613E-15
1.4817600000000002        3.897092544026693E-15
1.4878800000000005        3.2403153991746068E-15
1.4940000000000002        2.706103061010706E-15
1.5001200000000003        2.270199616443577E-15
1.5062400000000002        1.9133154833863698E-15
1.5123600000000004        1.6200905787794126E-15
1.5184800000000003        1.3782763168230742E-15
1.5246000000000004        1.1780900052823816E-15
1.5307200000000003        1.0117050755170787E-15
1.53684                   8.728483548839435E-16
1.5429600000000003        7.564817115817594E-16
1.5490800000000002        6.585502218103054E-16
1.5552                    5.757828034465479E-16
1.5613200000000003        5.05534247121559E-16
1.56744                   4.45659926332452E-16
1.5735600000000003        3.944163183757283E-16
1.5796800000000004        3.5038192404991953E-16
1.5858000000000003        3.1239432019893617E-16
1.5919200000000007        2.7949998134745687E-16
